price,rsi,macd_histogram,volume_spike,atr_pct,ema_trend,orderbook_imbalance,liquidity_sweep,regime,session,bos,whale_dominance,delta_ratio,cluster_score,target_breakout,target_continuation,target_reversal
73396.880000,75.890000,112.260278,1.000000,0.007036,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.083900,0.000000,1.000000,0.000000,1.000000
72843.200000,66.280000,97.666631,1.000000,0.007320,1.000000,0.000000,-1.000000,1.000000,0.700000,0.500000,0.000000,-0.034900,0.000000,0.000000,1.000000,1.000000
72964.390000,67.260000,85.976048,0.000000,0.007283,1.000000,0.000000,0.000000,1.000000,0.700000,0.000000,0.000000,0.016200,0.000000,0.000000,1.000000,0.000000
73140.320000,68.680000,80.015310,0.000000,0.007139,1.000000,0.000000,0.000000,1.000000,0.700000,0.000000,0.000000,0.083200,0.000000,0.000000,1.000000,1.000000
73294.840000,69.910000,76.409693,0.000000,0.006984,1.000000,0.000000,0.000000,1.000000,0.700000,0.000000,0.000000,0.090200,0.000000,0.000000,1.000000,0.000000
73545.440000,71.850000,80.426681,0.000000,0.006968,1.000000,0.000000,0.000000,1.000000,0.700000,1.000000,0.000000,0.154000,0.000000,1.000000,0.000000,1.000000
73053.050000,63.240000,41.411597,0.000000,0.007322,1.000000,0.000000,-1.000000,1.000000,0.700000,0.500000,0.000000,0.121000,0.000000,0.000000,1.000000,1.000000
73141.800000,64.080000,14.462692,0.000000,0.007015,1.000000,0.000000,0.000000,1.000000,0.700000,0.000000,0.000000,0.125800,0.000000,0.000000,1.000000,1.000000
73218.920000,64.820000,-4.285823,0.000000,0.006788,1.000000,0.000000,0.000000,1.000000,0.700000,0.000000,0.000000,0.118900,0.000000,0.000000,0.000000,0.000000
73042.630000,61.660000,-33.073930,0.000000,0.006807,1.000000,0.000000,0.000000,1.000000,0.700000,0.000000,0.000000,0.122200,0.000000,0.000000,1.000000,1.000000
73405.900000,65.410000,-32.136697,0.000000,0.006679,1.000000,0.000000,0.000000,1.000000,0.700000,0.000000,0.000000,0.124600,0.000000,0.000000,1.000000,0.000000
73518.890000,66.500000,-28.516369,0.000000,0.006584,1.000000,0.000000,0.000000,1.000000,0.700000,0.000000,0.000000,0.105300,0.000000,0.000000,1.000000,0.000000
73693.500000,68.180000,-19.406672,0.000000,0.006365,1.000000,0.000000,0.000000,1.000000,0.700000,0.000000,0.000000,0.097400,0.000000,0.000000,1.000000,0.000000
73870.540000,69.830000,-7.134581,0.000000,0.006313,1.000000,0.000000,0.000000,1.000000,0.700000,1.000000,0.000000,0.121800,0.000000,1.000000,0.000000,1.000000
73557.990000,63.560000,-24.751917,0.000000,0.006400,1.000000,0.000000,-1.000000,1.000000,0.700000,0.500000,0.000000,0.122100,0.000000,0.000000,1.000000,0.000000
73707.150000,65.170000,-30.658167,0.000000,0.006272,1.000000,0.000000,0.000000,1.000000,0.700000,0.000000,0.000000,0.331100,0.000000,0.000000,0.000000,1.000000
73611.100000,63.240000,-44.493373,0.000000,0.006036,1.000000,0.000000,0.000000,1.000000,0.700000,0.000000,0.000000,0.237900,0.000000,0.000000,0.000000,0.000000
73430.170000,59.650000,-67.888466,0.000000,0.006018,1.000000,0.000000,0.000000,1.000000,0.100000,0.000000,0.000000,0.166800,0.000000,0.000000,1.000000,1.000000
73469.950000,60.180000,-81.809172,0.000000,0.005912,1.000000,0.000000,0.000000,1.000000,0.100000,0.000000,0.000000,0.105400,0.000000,0.000000,1.000000,1.000000
73496.360000,60.560000,-89.728552,0.000000,0.005729,1.000000,0.000000,0.000000,1.000000,0.100000,0.000000,0.000000,0.239500,0.000000,1.000000,0.000000,0.000000
73019.680000,51.210000,-125.372790,0.000000,0.005884,1.000000,0.000000,1.000000,1.000000,0.100000,-0.500000,0.000000,0.099100,0.000000,0.000000,1.000000,1.000000
73060.840000,51.900000,-143.192812,0.000000,0.005720,1.000000,0.000000,1.000000,1.000000,0.100000,-0.500000,0.000000,0.294000,0.000000,0.000000,1.000000,1.000000
73161.570000,53.630000,-144.778823,0.000000,0.005554,1.000000,0.000000,0.000000,1.000000,0.100000,0.000000,0.000000,0.268700,0.000000,0.000000,1.000000,1.000000
73237.600000,54.950000,-137.352845,0.000000,0.005379,1.000000,0.000000,0.000000,1.000000,0.100000,0.000000,0.000000,0.246100,0.000000,0.000000,1.000000,0.000000
73309.720000,56.220000,-124.604080,0.000000,0.005141,1.000000,0.000000,0.000000,1.000000,0.100000,0.000000,0.000000,0.221700,0.000000,0.000000,0.000000,1.000000
73244.250000,54.710000,-117.684082,0.000000,0.005050,1.000000,0.000000,0.000000,1.000000,0.100000,0.000000,0.000000,0.119700,0.000000,0.000000,1.000000,0.000000
73260.000000,55.020000,-109.328704,0.000000,0.004853,1.000000,0.000000,0.000000,1.000000,0.100000,0.000000,0.000000,0.270000,0.000000,1.000000,0.000000,1.000000
72917.010000,47.360000,-123.156426,0.000000,0.005022,1.000000,0.000000,1.000000,1.000000,0.100000,-0.500000,0.000000,0.165700,0.000000,1.000000,0.000000,0.000000
72705.860000,43.350000,-141.468794,0.000000,0.004951,1.000000,0.000000,0.000000,1.000000,0.100000,-1.000000,0.000000,0.065000,0.000000,0.000000,1.000000,1.000000
72718.570000,43.660000,-147.023429,0.000000,0.004767,1.000000,0.000000,0.000000,1.000000,0.100000,0.000000,0.000000,0.140200,0.000000,1.000000,0.000000,0.000000
72538.000000,40.300000,-156.290162,0.000000,0.004828,1.000000,0.000000,0.000000,1.000000,0.100000,-1.000000,0.000000,0.063300,0.000000,1.000000,1.000000,1.000000
72756.800000,45.750000,-141.554712,0.000000,0.004917,1.000000,0.000000,1.000000,1.000000,0.100000,-0.500000,0.000000,0.070300,0.000000,0.000000,0.000000,1.000000
72666.770000,43.970000,-131.933793,1.000000,0.004794,1.000000,0.000000,0.000000,1.000000,0.100000,0.000000,0.000000,-0.046600,0.000000,0.000000,1.000000,1.000000
72705.480000,44.960000,-117.506317,0.000000,0.004744,1.000000,0.000000,0.000000,1.000000,0.300000,0.000000,0.000000,-0.160100,0.000000,0.000000,1.000000,0.000000
72827.700000,48.080000,-95.225262,0.000000,0.004685,1.000000,0.000000,0.000000,1.000000,0.300000,0.000000,0.000000,0.016000,0.000000,0.000000,1.000000,0.000000
72905.000000,50.010000,-71.839399,0.000000,0.004606,1.000000,0.000000,0.000000,1.000000,0.300000,0.000000,0.000000,0.008500,0.000000,0.000000,0.000000,1.000000
72760.000000,46.520000,-63.009918,0.000000,0.004575,1.000000,0.000000,0.000000,1.000000,0.300000,0.000000,0.000000,0.093800,0.000000,1.000000,1.000000,0.000000
73126.280000,55.060000,-30.994644,0.000000,0.004837,1.000000,0.000000,-1.000000,1.000000,0.300000,0.500000,0.000000,0.196400,0.000000,0.000000,0.000000,1.000000
72945.090000,50.740000,-20.992872,0.000000,0.004939,1.000000,0.000000,0.000000,1.000000,0.300000,0.000000,0.000000,0.120200,0.000000,0.000000,0.000000,1.000000
72651.070000,44.630000,-32.465745,0.000000,0.004977,1.000000,0.000000,0.000000,1.000000,0.300000,0.000000,0.000000,0.055600,0.000000,0.000000,0.000000,0.000000
72538.720000,42.520000,-45.129332,0.000000,0.004899,1.000000,0.000000,0.000000,1.000000,0.300000,0.000000,0.000000,0.076300,0.000000,0.000000,1.000000,1.000000
72804.720000,48.700000,-33.627117,0.000000,0.004870,1.000000,0.000000,0.000000,1.000000,0.300000,0.000000,0.000000,0.062700,0.000000,0.000000,0.000000,0.000000
72716.180000,46.890000,-30.130482,0.000000,0.004774,1.000000,0.000000,0.000000,1.000000,0.300000,0.000000,0.000000,-0.014600,0.000000,1.000000,0.000000,1.000000
72357.940000,40.360000,-48.977840,0.000000,0.004833,1.000000,0.000000,0.000000,1.000000,0.300000,-1.000000,0.000000,-0.086100,0.000000,0.000000,1.000000,1.000000
72506.190000,43.850000,-48.407330,0.000000,0.004721,1.000000,0.000000,0.000000,1.000000,0.300000,0.000000,0.000000,-0.084100,0.000000,0.000000,1.000000,1.000000
72624.850000,46.540000,-37.474020,0.000000,0.004641,1.000000,0.000000,0.000000,0.000000,0.300000,0.000000,0.000000,-0.009800,0.000000,0.000000,0.000000,0.000000
72531.910000,44.730000,-34.037055,0.000000,0.004497,1.000000,0.000000,0.000000,0.000000,0.300000,0.000000,0.000000,-0.088700,0.000000,0.000000,0.000000,1.000000
72349.060000,41.330000,-41.139095,0.000000,0.004381,1.000000,0.000000,0.000000,0.000000,0.300000,0.000000,0.000000,-0.074900,0.000000,0.000000,1.000000,1.000000
72497.890000,45.000000,-33.213672,0.000000,0.004262,1.000000,0.000000,0.000000,0.000000,0.300000,0.000000,0.000000,0.026400,0.000000,0.000000,1.000000,1.000000
72668.430000,48.940000,-14.823606,0.000000,0.004213,1.000000,0.000000,0.000000,0.000000,0.300000,0.000000,0.000000,0.020200,0.000000,0.000000,1.000000,0.000000
72793.660000,51.670000,6.303664,0.000000,0.004154,1.000000,0.000000,0.000000,0.000000,0.300000,0.000000,0.000000,0.095900,0.000000,0.000000,1.000000,0.000000
72922.810000,54.390000,28.274832,0.000000,0.004264,1.000000,0.000000,0.000000,0.000000,0.300000,1.000000,0.000000,0.076800,0.000000,0.000000,0.000000,1.000000
72815.700000,51.790000,34.481169,0.000000,0.004345,1.000000,0.000000,-1.000000,0.000000,0.300000,0.500000,0.000000,0.133900,0.000000,0.000000,1.000000,0.000000
72820.000000,51.890000,37.512405,0.000000,0.004233,1.000000,0.000000,0.000000,0.000000,0.300000,0.000000,0.000000,0.090700,0.000000,0.000000,0.000000,1.000000
72480.450000,44.150000,16.365446,0.000000,0.004313,1.000000,0.000000,0.000000,0.000000,0.300000,0.000000,0.000000,-0.023900,0.000000,0.000000,0.000000,0.000000
72414.650000,42.820000,-1.394595,1.000000,0.004295,1.000000,0.000000,0.000000,0.000000,0.300000,0.000000,0.000000,-0.188500,0.000000,0.000000,0.000000,0.000000
72412.150000,42.760000,-12.057934,1.000000,0.004224,1.000000,0.000000,1.000000,0.000000,0.300000,-0.500000,0.000000,-0.231300,0.000000,1.000000,0.000000,0.000000
72150.710000,37.550000,-34.211670,1.000000,0.004345,1.000000,0.000000,0.000000,0.000000,0.300000,-1.000000,0.000000,-0.401500,0.000000,0.000000,1.000000,1.000000
72399.070000,44.480000,-29.793809,0.000000,0.004493,1.000000,0.000000,0.000000,0.000000,0.300000,0.000000,0.000000,-0.296500,0.000000,0.000000,1.000000,1.000000
72422.640000,45.100000,-23.230644,0.000000,0.004393,1.000000,0.000000,0.000000,0.000000,0.300000,0.000000,0.000000,-0.214300,0.000000,0.000000,1.000000,0.000000
72553.620000,48.550000,-8.759294,0.000000,0.004327,1.000000,0.000000,0.000000,0.000000,0.300000,0.000000,0.000000,-0.130800,0.000000,0.000000,1.000000,0.000000
72647.810000,50.940000,7.582255,0.000000,0.004246,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.137700,0.000000,0.000000,0.000000,1.000000
72527.280000,47.880000,10.519146,0.000000,0.004094,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.142600,0.000000,0.000000,0.000000,1.000000
72181.810000,40.380000,-9.478820,1.000000,0.004163,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.179200,0.000000,0.000000,0.000000,0.000000
72055.500000,38.030000,-28.795700,1.000000,0.004357,1.000000,0.000000,1.000000,0.000000,1.000000,-0.500000,0.000000,-0.338900,0.000000,0.000000,0.000000,0.000000
71825.430000,34.140000,-53.229156,0.000000,0.004355,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.414500,0.000000,0.000000,1.000000,1.000000
71829.900000,34.290000,-64.499624,0.000000,0.004351,1.000000,0.000000,1.000000,0.000000,1.000000,-0.500000,0.000000,-0.314700,0.000000,0.000000,1.000000,1.000000
72178.730000,44.280000,-44.805713,1.000000,0.004426,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.186700,0.000000,0.000000,1.000000,0.000000
72333.700000,48.060000,-19.005887,0.000000,0.004358,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.123000,0.000000,1.000000,1.000000,0.000000
72613.160000,54.110000,17.256519,1.000000,0.004500,1.000000,0.000000,-1.000000,0.000000,1.000000,0.500000,0.000000,-0.060500,0.000000,0.000000,1.000000,0.000000
72690.810000,55.660000,45.257357,0.000000,0.004438,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.041200,0.000000,0.000000,0.000000,1.000000
72553.650000,52.310000,52.800331,0.000000,0.004520,1.000000,0.000000,-1.000000,0.000000,1.000000,0.500000,0.000000,-0.125200,0.000000,0.000000,1.000000,0.000000
72591.590000,53.150000,58.179429,0.000000,0.004382,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.045800,0.000000,0.000000,1.000000,1.000000
72722.100000,56.020000,67.695267,0.000000,0.004301,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.045200,0.000000,1.000000,1.000000,0.000000
73151.800000,63.860000,98.244413,1.000000,0.004673,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.107400,0.000000,0.000000,1.000000,0.000000
73308.180000,66.230000,122.708831,0.000000,0.004693,1.000000,0.000000,-1.000000,0.000000,1.000000,0.500000,0.000000,0.212100,0.000000,0.000000,1.000000,0.000000
73388.920000,67.410000,136.970147,0.000000,0.004653,1.000000,0.000000,-1.000000,0.000000,1.000000,0.500000,0.000000,0.314500,0.000000,0.000000,0.000000,1.000000
73190.730000,61.690000,125.975911,1.000000,0.004720,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.286900,0.000000,0.000000,0.000000,1.000000
73122.370000,59.810000,107.726643,0.000000,0.004661,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.214900,0.000000,0.000000,0.000000,0.000000
72837.660000,52.600000,71.834235,1.000000,0.004693,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.100800,0.000000,0.000000,1.000000,1.000000
72915.790000,54.230000,49.756866,1.000000,0.004509,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.160600,0.000000,0.000000,1.000000,1.000000
72947.280000,54.900000,34.405965,0.000000,0.004535,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.165700,0.000000,0.000000,0.000000,0.000000
72809.100000,51.330000,13.169443,0.000000,0.004472,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.155300,0.000000,0.000000,1.000000,1.000000
72903.290000,53.550000,4.156476,0.000000,0.004386,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.219600,0.000000,0.000000,0.000000,0.000000
72890.730000,53.200000,-3.544539,0.000000,0.004247,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.325900,0.000000,1.000000,0.000000,0.000000
72670.100000,47.380000,-23.290009,0.000000,0.004297,1.000000,0.000000,1.000000,0.000000,1.000000,-0.500000,0.000000,0.345200,0.000000,0.000000,0.000000,0.000000
72523.380000,43.940000,-44.779775,0.000000,0.004431,1.000000,0.000000,0.000000,0.000000,1.000000,-1.000000,0.000000,0.269600,0.000000,0.000000,0.000000,0.000000
72518.310000,43.820000,-57.094468,0.000000,0.004458,1.000000,0.000000,1.000000,0.000000,1.000000,-0.500000,0.000000,0.169400,0.000000,0.000000,0.000000,0.000000
72467.790000,42.590000,-65.783230,0.000000,0.004432,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.044800,0.000000,0.000000,1.000000,1.000000
72613.910000,47.210000,-59.044810,0.000000,0.004415,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.007600,0.000000,0.000000,0.000000,1.000000
72552.360000,45.550000,-56.108610,0.000000,0.004310,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.052500,0.000000,1.000000,0.000000,1.000000
72004.990000,34.050000,-86.585502,1.000000,0.004917,1.000000,0.000000,0.000000,0.000000,1.000000,-1.000000,0.000000,-0.104600,0.000000,0.000000,1.000000,1.000000
72609.290000,49.270000,-62.713190,0.000000,0.005320,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.073400,0.000000,1.000000,0.000000,0.000000
71798.630000,36.950000,-96.183781,1.000000,0.006149,1.000000,0.000000,0.000000,0.000000,1.000000,-1.000000,0.000000,-0.187700,0.000000,1.000000,0.000000,0.000000
71278.460000,31.510000,-145.083594,1.000000,0.006412,1.000000,0.000000,0.000000,0.000000,1.000000,-1.000000,0.000000,-0.387700,0.000000,0.000000,1.000000,1.000000
71457.500000,35.050000,-156.138111,1.000000,0.006435,1.000000,0.000000,1.000000,0.000000,1.000000,-0.500000,0.000000,-0.348400,0.000000,0.000000,1.000000,1.000000
71652.770000,38.780000,-141.500803,0.000000,0.006393,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.333700,0.000000,1.000000,0.000000,0.000000
71005.230000,32.190000,-164.991325,1.000000,0.006864,0.000000,0.000000,0.000000,-1.000000,0.700000,-1.000000,0.000000,-0.353800,0.000000,0.000000,1.000000,0.000000
70995.760000,32.100000,-170.052035,0.000000,0.006705,0.000000,0.000000,0.000000,-1.000000,0.700000,0.000000,0.000000,-0.357700,0.000000,0.000000,0.000000,1.000000
71340.620000,38.540000,-140.295909,0.000000,0.006843,1.000000,0.000000,0.000000,-1.000000,0.700000,0.000000,0.000000,-0.241200,0.000000,0.000000,0.000000,0.000000
71305.920000,38.140000,-114.180000,0.000000,0.006572,1.000000,0.000000,0.000000,-1.000000,0.700000,0.000000,0.000000,-0.368500,0.000000,0.000000,0.000000,1.000000
71171.520000,36.590000,-97.817129,0.000000,0.006675,0.000000,0.000000,0.000000,-1.000000,0.700000,0.000000,0.000000,-0.445900,0.000000,0.000000,1.000000,1.000000
70928.410000,33.910000,-95.139716,0.000000,0.006528,0.000000,0.000000,0.000000,-1.000000,0.700000,0.000000,0.000000,-0.446600,0.000000,0.000000,1.000000,0.000000
70857.950000,33.150000,-89.945474,0.000000,0.006367,0.000000,0.000000,1.000000,-1.000000,0.700000,-0.500000,0.000000,-0.491900,0.000000,0.000000,1.000000,0.000000
70704.410000,31.490000,-88.542991,0.000000,0.006211,0.000000,0.000000,0.000000,-1.000000,0.700000,-1.000000,0.000000,-0.499100,0.000000,0.000000,0.000000,1.000000
71027.550000,38.460000,-58.968219,0.000000,0.006130,0.000000,0.000000,0.000000,-1.000000,0.700000,0.000000,0.000000,-0.445300,0.000000,0.000000,1.000000,1.000000
70818.870000,35.920000,-47.091069,0.000000,0.005999,0.000000,0.000000,0.000000,-1.000000,0.700000,0.000000,0.000000,-0.441400,0.000000,0.000000,0.000000,1.000000
70950.570000,38.670000,-25.099479,0.000000,0.005853,0.000000,0.000000,0.000000,-1.000000,0.700000,0.000000,0.000000,-0.391800,0.000000,0.000000,0.000000,0.000000
70990.650000,39.520000,-3.710958,0.000000,0.005638,0.000000,0.000000,0.000000,-1.000000,0.700000,0.000000,0.000000,-0.332800,0.000000,0.000000,0.000000,1.000000
71368.400000,46.990000,37.736119,0.000000,0.005638,1.000000,0.000000,0.000000,-1.000000,0.700000,0.000000,0.000000,-0.324500,0.000000,0.000000,0.000000,1.000000
71107.410000,43.040000,48.733883,0.000000,0.005643,0.000000,0.000000,0.000000,-1.000000,0.700000,0.000000,0.000000,-0.322100,0.000000,0.000000,1.000000,1.000000
71006.800000,41.580000,50.194089,0.000000,0.005479,0.000000,0.000000,0.000000,-1.000000,0.700000,0.000000,0.000000,-0.270100,0.000000,0.000000,1.000000,1.000000
70918.070000,40.290000,46.243544,0.000000,0.005344,0.000000,0.000000,0.000000,-1.000000,0.700000,0.000000,0.000000,-0.360700,0.000000,0.000000,0.000000,1.000000
71100.000000,44.130000,56.276228,0.000000,0.005221,0.000000,0.000000,0.000000,-1.000000,0.100000,0.000000,0.000000,-0.244500,0.000000,0.000000,0.000000,1.000000
71178.640000,45.750000,67.827410,0.000000,0.005109,1.000000,0.000000,0.000000,-1.000000,0.100000,0.000000,0.000000,-0.128100,0.000000,0.000000,0.000000,1.000000
71155.910000,45.340000,73.101034,0.000000,0.005011,0.000000,0.000000,0.000000,-1.000000,0.100000,0.000000,0.000000,-0.272300,0.000000,0.000000,0.000000,0.000000
71236.510000,47.140000,80.591223,0.000000,0.004956,1.000000,0.000000,0.000000,-1.000000,0.100000,0.000000,0.000000,-0.331800,0.000000,0.000000,1.000000,0.000000
71301.710000,48.620000,87.911587,0.000000,0.004716,1.000000,0.000000,0.000000,-1.000000,0.100000,0.000000,0.000000,-0.164000,0.000000,1.000000,1.000000,0.000000
71517.810000,53.290000,104.171480,0.000000,0.004642,1.000000,0.000000,0.000000,-1.000000,0.100000,1.000000,0.000000,-0.021700,0.000000,0.000000,0.000000,1.000000
71189.000000,46.390000,90.169816,0.000000,0.004787,1.000000,0.000000,0.000000,-1.000000,0.100000,0.000000,0.000000,-0.170900,0.000000,0.000000,0.000000,0.000000
71141.930000,45.480000,75.709256,0.000000,0.004748,0.000000,0.000000,0.000000,-1.000000,0.100000,0.000000,0.000000,-0.153100,0.000000,0.000000,0.000000,1.000000
71165.240000,46.040000,66.038048,1.000000,0.004570,0.000000,0.000000,0.000000,-1.000000,0.100000,0.000000,0.000000,0.040400,0.000000,0.000000,1.000000,0.000000
71160.450000,45.940000,57.931902,1.000000,0.004466,0.000000,0.000000,0.000000,-1.000000,0.100000,0.000000,0.000000,0.017400,0.000000,0.000000,0.000000,1.000000
